name,stars,collected_at,domain
hao-ji-xing/openclaw-weixin,156,2026-03-30,AI Agent
p697/clawket,132,2026-03-30,AI Agent
HisMax/awesome-openclaw-ob,137,2026-03-30,AI Agent
mnfst/awesome-free-llm-apis,1298,2026-03-30,AI Agent
jzOcb/writing-style-skill,178,2026-03-30,AI Agent
EESJGong/scholar-skill,114,2026-03-30,AI Agent
SafeAI-Lab-X/ClawKeeper,176,2026-03-30,AI Agent
rmarji/autoresearch-openclaw,24,2026-03-30,AI Agent
shuolucs/Awesome-OpenClaw-Research,46,2026-03-30,AI Agent
Atlas-Cowork/openclaw-reference-setup,64,2026-03-30,AI Agent
Johnixr/claude-code-wechat-channel,210,2026-03-30,AI Agent
dontbesilent2025/dbskill,1934,2026-03-30,AI Agent
slavingia/skills,5465,2026-03-30,AI Agent
louislva/claude-peers-mcp,1461,2026-03-30,AI Agent
nmhjklnm/cac,163,2026-03-30,AI Agent
CoderLuii/HolyClaude,1368,2026-03-30,AI Agent
griffinmartin/opencode-claude-auth,563,2026-03-30,AI Agent
zarazhangrui/codebase-to-course,2488,2026-03-30,AI Agent
griffinhilly/claude-code-synthesis,65,2026-03-30,AI Agent
Chris-debug-0225/learn-claude-code-java,56,2026-03-30,AI Agent
hkcanan/katmer-code,221,2026-03-30,AI Agent
soulduse/ai-token-monitor,95,2026-03-30,AI Agent
Gerstep/positioning-plugin,84,2026-03-30,AI Agent
dianyike/claude-code-insights,30,2026-03-30,AI Agent
raysonmeng/agent-bridge,74,2026-03-30,AI Agent
assafkip/research-mode,95,2026-03-30,AI Agent
sgaofen/cli-in-wechat,94,2026-03-30,AI Agent
BlockRunAI/brcc,205,2026-03-30,AI Agent
paean-ai/claude-code-wechat,36,2026-03-30,AI Agent
guhcostan/b3analysis,74,2026-03-30,AI Agent
jnMetaCode/superpowers-zh,373,2026-03-30,AI Agent
oh-my-mermaid/oh-my-mermaid,66,2026-03-30,AI Agent
kylesnowschwartz/prompt-intercept-pattern,19,2026-03-30,AI Agent
notmanas/claude-code-skills,28,2026-03-30,AI Agent
zihenghe04/CCDash,54,2026-03-30,AI Agent
andylizf/nonstop,45,2026-03-30,AI Agent
halilkirazkaya/pentester-mcp,13,2026-03-30,AI Agent
initMAX/zabbix-mcp-server,9,2026-03-30,AI Agent
EresusSecurity/appsec-skills,3,2026-03-30,AI Agent
rohansx/nullbox,3,2026-03-30,AI Agent
sazed5055/llmtest-perf,2,2026-03-30,AI Agent
uppifyagency/claude-harness,2,2026-03-30,AI Agent
Vishalrsjce/SecIntel-AI-Platform-Overhaul-and-Design,1,2026-03-30,AI Agent
SpenserCai/weixin-agent-sdk-rs,1,2026-03-30,AI Agent
parkseulkee/quoda,1,2026-03-30,AI Agent
botwallet-co/botwallet,1,2026-03-30,AI Agent
whitmorelabs/polymarket-mcp,1,2026-03-30,AI Agent
claw-factory/truss-ap-automation-mcp,1,2026-03-30,AI Agent
kryptobaseddev/openclawdocs,1,2026-03-30,AI Agent
cruisediary/apple-app-review-skills,1,2026-03-30,AI Agent
sangeui/Goethe,1,2026-03-30,AI Agent
Shivang-Karol/gmail-triage-agent,1,2026-03-30,AI Agent
balancegsr/office,1,2026-03-30,AI Agent
shisa-ai/shisad,1,2026-03-30,AI Agent
ramphias/universal-ontology-definition,1,2026-03-30,AI Agent
sprync-ai/sprync-lead-bot,0,2026-03-30,AI Agent
jhonatangs/brasileirao-pipeline,0,2026-03-30,AI Agent
strongmandisabilitypayment539/hermes-geopolitical-market-sim,0,2026-03-30,AI Agent
mewmewmow/agent-api-service,0,2026-03-30,AI Agent
Thermogravimetric-hypallage291/claudian,0,2026-03-30,AI Agent
sprync-ai/sprync-restaurant-bot,0,2026-03-30,AI Agent
claw-factory/truss-mesh-bridge,0,2026-03-30,AI Agent
Abhi986shek/Strands-Agents-for-Healthcare,0,2026-03-30,RAG
d-wwei/crisp-articulator,0,2026-03-30,AI Agent
ajaysharmadeveloper/piperql,0,2026-03-30,AI Agent
Omar-Tnzxo/egypt-mentor-agent,0,2026-03-30,AI Agent
joinwell52-AI/joinwell52,0,2026-03-30,AI Agent
Rookiecoder-jsjs/Murder-Mystery-Game-Agentscope,0,2026-03-30,AI Agent
gquthier/CLAWG,0,2026-03-30,AI Agent
Baublediagonal89/opencli-skill,0,2026-03-30,AI Agent
fergusalveolar205/Generative-UI-MCP,0,2026-03-30,AI Agent
beckwith930-star/sales-ae-pro-plugin,0,2026-03-30,AI Agent
hezi-ywt/flow-canvas,0,2026-03-30,AI Agent
clawpod-app/awesome-openclaw-agent-packs,0,2026-03-30,AI Agent
dongsheng123132/keygate,0,2026-03-30,AI Agent
emmeongoingammuaroi/reviewform,0,2026-03-30,RAG
Tomnair/insurance-doc-agent,0,2026-03-30,RAG
Chris1220-cmd/deep-research-skill,0,2026-03-30,AI Agent
LeonTing1010/tap,0,2026-03-30,AI Agent
TheAiSingularity/openclaw-nemoclaw-local,0,2026-03-30,AI Agent
kimwwk/voice-first-driver,0,2026-03-30,AI Agent
datboip/HumanAIE,0,2026-03-30,AI Agent
Laurenfeminine36/google-jules-skill,0,2026-03-30,AI Agent
waazlov/decision-canvas,0,2026-03-30,AI Agent
cm8421/pptx-notes-editor,0,2026-03-30,AI Agent
Silves1485/BrowserKing,0,2026-03-30,AI Agent
fuyalan126/dingyi-x-operator,0,2026-03-30,AI Agent
claw-factory/truss-shopify-mcp,0,2026-03-30,AI Agent
0xSoftBoi/suwappu-flywheel,0,2026-03-30,AI Agent
elGuille/ai-agent-configs,0,2026-03-30,AI Agent
SuifengZhuxia/AgentTask-Protocol,0,2026-03-30,AI Agent
codeanurag/swift-test-writer-skill,0,2026-03-30,AI Agent
claw-factory/truss-db-mcp,0,2026-03-30,AI Agent
Unfathomable-siren38/mcp-terminal-server,0,2026-03-30,AI Agent
claw-factory/truss-contract-monitor-mcp,0,2026-03-30,AI Agent
sprync-ai/sprync-fitness-bot,0,2026-03-30,AI Agent
big-face-paper-chase/manus-skills-packs,0,2026-03-30,AI Agent
amedeos/another-ai-sandbox,0,2026-03-30,AI Agent
claw-factory/truss-api-mcp,0,2026-03-30,AI Agent
R-A-V-E-N-delegate/raven-laptop,0,2026-03-30,AI Agent
liukun-msft/awesome-ai-landscape,0,2026-03-30,AI Agent
HansBug/strict-agent-loop,0,2026-03-30,AI Agent
Compound-epigraphy786/smartness-eval,0,2026-03-30,AI Agent
Roshu18/bearstrike-ai,0,2026-03-30,AI Agent
claw-factory/truss-mcp,0,2026-03-30,AI Agent
liquidbleachjourneying419/discli,0,2026-03-30,AI Agent
Shelflifegymnopilusvalidipes977/prism-scanner,0,2026-03-30,AI Agent
claw-factory/truss-code-review-mcp,0,2026-03-30,AI Agent
vvv850/salt-framework,0,2026-03-30,AI Agent
claw-factory/truss-seo-mcp,0,2026-03-30,AI Agent
ElijahMuessemeyer/ops-pilot,0,2026-03-30,AI Agent
readme42/howto-claude,0,2026-03-30,AI Agent
claw-factory/email-triage-mcp,0,2026-03-30,AI Agent
koach08/agentsift,0,2026-03-30,AI Agent
amazinglvxw/enso-os,0,2026-03-30,AI Agent
KennyLuo0401/LLMsAgent,1,2026-03-30,AI Agent
Jason-fy-wang/LLM_agent,0,2026-03-30,AI Agent
doinb666/llm-agent-patterns,1,2026-03-30,AI Agent
HeerMakwana/Poker-LLM-Agent,0,2026-03-30,AI Agent
Josephguogxy/ITGC-LLM-Agent,0,2026-03-30,AI Agent
sami0i/llm-agent-mooc,0,2026-03-30,AI Agent
donatusschmid/multi_llm_agent,0,2026-03-30,AI Agent
ashish1gupta32/llm-agent-skills,0,2026-03-30,AI Agent
SalvadorVCC/agents,0,2026-03-30,AI Agent
SlatX/llm-agent-data-exploration,0,2026-03-30,AI Agent
rajiv-m16/business-ops-llm-agent,0,2026-03-30,AI Agent
erinskieasy/LLM-agent-workflow-builder,0,2026-03-30,AI Agent
Gairola788/Multi_Tool_LLM_Agent,0,2026-03-30,AI Agent
heyue192/social_media_llm_agent,0,2026-03-30,AI Agent
yiming-run/llm-agent-task-planner,0,2026-03-30,AI Agent
JinHo-von-Choi/skill-evolver,0,2026-03-30,AI Agent
parkji30/james-gpt,0,2026-03-30,AI Agent
Galaxy-0/CS4LLM,0,2026-03-30,AI Agent
darshjme/agent-balancer,0,2026-03-30,AI Agent
elek/acpp,0,2026-03-30,AI Agent
billion-token-one-task/latent-communication,0,2026-03-30,AI Agent
darshjme/agent-budget,0,2026-03-30,AI Agent
asit-piri/Guradrail-AI-Template,0,2026-03-30,AI Agent
moonstream-labs/bmgrep,0,2026-03-30,AI Agent
JohnnyBoySou/walkmap,1,2026-03-30,AI Agent
HARSHIL3431/openenv-ai-pipeline,0,2026-03-30,AI Agent
ishasinghrathore37/codeeval-openenv,0,2026-03-30,AI Agent
traderjohnd/agentic-node,0,2026-03-30,AI Agent
valentt/ralph-loop,0,2026-03-30,AI Agent
SamsonMortensen/Industrial_Safety_Agent,0,2026-03-30,AI Agent
AniruddhaPKawarase/agentic-rag-pipeline,0,2026-03-30,RAG
ramkrushnasathe/Agentic_AI_PLAYGROUND_RamSathe,0,2026-03-30,RAG
Umiwwei/esg-greenwashing-detector,0,2026-03-30,AI Agent
yufeiwu0106/ai-powered-full-stack-career-fair-platform,0,2026-03-30,AI Agent
yashaskn8/MCP-server-prototype-for-Kubeflow-LLM-observability,0,2026-03-30,AI Agent
Adi-Deshmukh/Datapulse-env,0,2026-03-30,AI Agent
priyanshmathur/NetSleuth,1,2026-03-30,AI Agent
zhangzhanglaila/BiliAgent4J,0,2026-03-30,AI Agent
marswaveai/ColaMD,167,2026-03-30,AI Agent
SunWeb3Sec/llm-sast-scanner,102,2026-03-30,AI Agent
WecomTeam/wecom-cli,346,2026-03-30,AI Agent
akshansh/agentic-design-engineering,4,2026-03-30,AI Agent
sextondjc/agentic,0,2026-03-30,AI Agent
sounakss7/SCM_AGENTIC_WORKFLOW,2,2026-03-30,AI Agent
seyyah/rails-eval-lab,0,2026-03-30,AI Agent
Chevel/AgenticFrantic,0,2026-03-30,AI Agent
kunjesh90/AgenticAI,0,2026-03-30,AI Agent
Sobhin12/AgenticAI,0,2026-03-30,AI Agent
deepak2689/AgenticAI,0,2026-03-30,AI Agent
KhMorsy/AgenticAI,0,2026-03-30,AI Agent
Aimen20/AgenticRAG,0,2026-03-30,RAG
Bajjuri/AgenticAI,0,2026-03-30,AI Agent
junaid238/AgenticAi,0,2026-03-30,AI Agent
BlinkDL/Agen,27,2026-03-30,AI Agent
Sanjukta2212/AgenticAI,0,2026-03-30,AI Agent
DhruvJain7/AgenticAI,0,2026-03-30,AI Agent
vsarode/AgenticAIDemo,0,2026-03-30,AI Agent
Chan0615/AgenticOps,0,2026-03-30,AI Agent
MohanRamV/AgenticPolicyRAG,0,2026-03-30,AI Agent
NathanNobert/AgenticSoftwareDevelopment,0,2026-03-30,AI Agent
Harivora/AgenticBrowser-Extenstion,0,2026-03-30,AI Agent
chs991209/AgenticAIforPC,0,2026-03-30,AI Agent
DivyanshiRaghuwanshi/AgenticRAG-System,0,2026-03-30,RAG
zhaozixuan6678/AgenticAI-Copper,0,2026-03-30,AI Agent
DylanDsouza00/AgenticAIv2,0,2026-03-30,AI Agent
xxww0098/SkillStar,10,2026-03-30,AI Agent
tranhoangnhat9999/MasterClass-AgenticAI,0,2026-03-30,AI Agent
fleminpaul/AgenticAI---ShopAssist,0,2026-03-30,AI Agent
UmerTShaik/AgenticRag_OpenSource,0,2026-03-30,RAG
Sarvesh-pandey-debug/AgenticAI_Langchain-Langgraph_X,0,2026-03-30,AI Agent
AgenticSE-CAIS/AgenticSE-CAIS.github.io,0,2026-03-30,AI Agent
KrishGoya1/2023359271_krish_AgenticAI_Assignemt2,0,2026-03-30,AI Agent
gsd-build/context-packet,22,2026-03-30,AI Agent
andrew-ayers/agentics,0,2026-03-30,AI Agent
dhineshkumarganeshand/agenticcicdworkflowlab,0,2026-03-30,AI Agent
daFoggo/Agentick,0,2026-03-30,AI Agent
Nicky123555/agenticai,0,2026-03-30,AI Agent
jiteshchicholez/agenticmyna,0,2026-03-30,AI Agent
monyhzc/ssecli,2,2026-03-30,AI Agent
nagarh/amber-md-agent,6,2026-03-30,AI Agent
Ananyasolanki123/Agentic-Hub,0,2026-03-30,AI Agent
Pjainss08/agentic-summer,0,2026-03-30,AI Agent
NoUmlautsAllowed/agentic-powers,0,2026-03-30,AI Agent
giancarlosho-source/agentic-replit,0,2026-03-30,AI Agent
fenil23D/FyleitAgentic,0,2026-03-30,AI Agent
aditya2125csit1033/Agentic-Crawler,0,2026-03-30,AI Agent
SaravananSDATAENGINEER/Agentic_AI,0,2026-03-30,AI Agent
hckevrythng/agentic-os,0,2026-03-30,AI Agent
nboitout/agentic-sdlc,0,2026-03-30,AI Agent
kumarpiyush18/agentic-development,0,2026-03-30,AI Agent
madhotra/agenticai-langchain,0,2026-03-30,AI Agent
lolopodcast/TP-Agentic-,0,2026-03-30,AI Agent
JoelKuate123/Agentic-RAG,0,2026-03-30,RAG
ajay291491/LearnAgentic,0,2026-03-30,AI Agent
innovates101/Agentic-Team,0,2026-03-30,AI Agent
hosamsh/agentic-commons,0,2026-03-30,AI Agent
mattporritt/agentic_devdocs,0,2026-03-30,AI Agent
shmaster1/agentic-ai,0,2026-03-30,AI Agent
Bolfn/agentic-rag,0,2026-03-30,RAG
harshitha090/Agentic_AI,0,2026-03-30,AI Agent
atifasslam465-lab/Agentic-Extension,0,2026-03-30,AI Agent
L-nshpp/agentic-rl,0,2026-03-30,AI Agent
brandoneschaefer/agentic_crm,0,2026-03-30,AI Agent
biswa-mohapatro/agentic_rag,0,2026-03-30,RAG
harishmadhavan-a-57/Agentic-system,0,2026-03-30,AI Agent
sugeerth/agentic_data,0,2026-03-30,AI Agent
kunalvaghani/agentic_ai,0,2026-03-30,AI Agent
parthdabhi1618/Agentic_Repo,0,2026-03-30,AI Agent
TanishqSharma2022/agentic-implementations,0,2026-03-30,AI Agent
0xchitti/agentic-summer,0,2026-03-30,AI Agent
imusuke/agentic-vision,0,2026-03-30,AI Agent
i-aryann/Agentic-RAG,0,2026-03-30,RAG
chskrishna/agentic-rag,0,2026-03-30,RAG
XxMorganxX/agentic-nodes,0,2026-03-30,AI Agent
Bhanuprasad5/Agentic_AI,0,2026-03-30,AI Agent
vipulshahi-ai/agentic_ai,0,2026-03-30,AI Agent
Paul-JSN/agentic-workflow,1,2026-03-30,AI Agent
patelalay231/Agentic-AI,0,2026-03-30,AI Agent
vishnuguntika/Agentic-Development,0,2026-03-30,AI Agent
ali-rashid550/Agentic-skills,0,2026-03-30,AI Agent
Rankit1/agentic-pod,0,2026-03-30,AI Agent
DEPI-GenAI/Agentic-AI,0,2026-03-30,AI Agent
a1sartaj/Agentic-Ai,0,2026-03-30,AI Agent
PriyankaNeogi/AGENTIC_RAG,0,2026-03-30,RAG
Chantichalla/Agentic-RAG,0,2026-03-30,RAG
Hetvaddoriya/Agentic-AI-,0,2026-03-30,AI Agent
PAGIDI-AKHILESH/agentic_Inventory,0,2026-03-30,AI Agent
heyritesh017/agentic-ai,0,2026-03-30,AI Agent
Arpit7/agentic-claw,0,2026-03-30,AI Agent
amit20kr/Agentic-Assistant,0,2026-03-30,AI Agent
FoPGSDI/agentic-skills,0,2026-03-30,AI Agent
mikemaycga/agentic-dev,0,2026-03-30,AI Agent
elbachir-salik/agentic-city,0,2026-03-30,AI Agent
daffapraramadhana/breeding-agentic,0,2026-03-30,AI Agent
thiagosantos0/agentic-coding,0,2026-03-30,AI Agent
mohammedalaa40123/agentic_safety,0,2026-03-30,AI Agent
smukh/agentic-wallet,0,2026-03-30,AI Agent
fulls1z3/agentic_skills,0,2026-03-30,AI Agent
janeriklysander/agentic-plugins,0,2026-03-30,AI Agent
Merrick17/agentic-trader,0,2026-03-30,AI Agent
pranay-begw/agentic-idg,0,2026-03-30,AI Agent
Archana-sahu04/Agentic_AI,0,2026-03-30,AI Agent
previ-ai/Agentic-Dashboard,0,2026-03-30,AI Agent
ty4kt/agentic-workflows,0,2026-03-30,AI Agent
epsilonstar-02/Agentic-Workflows,0,2026-03-30,AI Agent
Siwar1609/agentic-rag,0,2026-03-30,RAG
wisbric/agentic-hive,1,2026-03-30,AI Agent
Gurupatil0003/learnAgentic-AI,0,2026-03-30,AI Agent
sddinwid/Agentic-book-writing,0,2026-03-30,AI Agent
bigrewal/agentic-retrieval-gateway,0,2026-03-30,AI Agent
Bahaa-Addin/agentic-ads-scraper,0,2026-03-30,AI Agent
ransikasilva/agentic-data-analyst,0,2026-03-30,AI Agent
Esaken/simple_agentic_Ai,0,2026-03-30,AI Agent
Lalitpanw/AI-agentic_Certa,0,2026-03-30,AI Agent
chwang990326/Agentic-Engineering-Practice,0,2026-03-30,AI Agent
Lalith1612/Agentic-Ticketing-platform,0,2026-03-30,AI Agent
sunidhiyk/agentic-ai-chatbot,0,2026-03-30,AI Agent
shrihareepanchal/Agentic_rag_chatbot,0,2026-03-30,RAG
AbdullahAlghumiz/Agentic-Strategy-Engine,0,2026-03-30,AI Agent
thanhdn-2601/agentic-coding-learning,0,2026-03-30,AI Agent
doddaparinaya/agentic-code-debugger,0,2026-03-30,AI Agent
MG-Cafe/agentic-coder-shield,0,2026-03-30,AI Agent
abhishekg2244/Project--Agentic-AI,0,2026-03-30,AI Agent
Almond13/ai-agentic-report,0,2026-03-30,AI Agent
Chakkasandeep/agentic-course-planner,0,2026-03-30,RAG
aayushsupe69-pixel/multimodal-agentic-rag,0,2026-03-30,RAG
saviolobo/agentic-predictive-maintenance,0,2026-03-30,AI Agent
ctsintgit/Agentic-AI-Course,0,2026-03-30,AI Agent
masonawolfe/cgs-agentic-app,0,2026-03-30,AI Agent
victorsjc/agentic-ai-platform,0,2026-03-30,AI Agent
SreenuMajjari/agentic-rag-engine,0,2026-03-30,RAG
k21academyuk/cdss-agentic-rag,0,2026-03-30,RAG
Dragooon/stockade,6,2026-03-30,AI Agent
Dipti0704/Agentic-AI-dev,0,2026-03-30,AI Agent
karthik-the-legend/agentic-disaster-mgmt,0,2026-03-30,AI Agent
williamchen0301-sh/the-agentic-build,0,2026-03-30,AI Agent
Arvik07/agentic-healthcare-assistant,0,2026-03-30,AI Agent
Jerrick-W/buisness_agentic_rag,1,2026-03-30,RAG
LogangLundgren/agentic-enterprise-template,0,2026-03-30,AI Agent
mohamed2m2018/flutter_agentic_ai,0,2026-03-30,AI Agent
amit20kr/Agentic-AI-Assistant,0,2026-03-30,AI Agent
M-Maaz-Motiwala/Agentic-Mini-Project,0,2026-03-30,AI Agent
tim-millar/agentic-developer-setup,0,2026-03-30,AI Agent
ZEAB-H/Agentic_AI_production,0,2026-03-30,AI Agent
midhunkrishna/claude-agentic-skills,0,2026-03-30,AI Agent
irshad56/Medical-Agentic-AI,0,2026-03-30,AI Agent
Siwar1609/project-agentic-rag,0,2026-03-30,RAG
danielmclements/agentic-service-provider,0,2026-03-30,AI Agent
animesh1124/Agentic-RAG-Pipeline,0,2026-03-30,RAG
e14114043-beep/Agentic-Stock-Prediction,0,2026-03-30,AI Agent
akhouripranay-prog/Agentic-AI-Course,0,2026-03-30,AI Agent
SauravNigam01/agentic-rag-research,0,2026-03-30,RAG
roylkng/agentic-workspace-template,0,2026-03-30,AI Agent
cmungall/agentic-trace-analyzer,0,2026-03-30,AI Agent
wengera/agentic-webapp-pipeline,0,2026-03-30,AI Agent
xnaleb-ml/agentic-financial-auditor,0,2026-03-30,RAG
yarath1999/Agentic-RAG-Challenge,0,2026-03-30,RAG
janaganib1/agentic-dev-platform,0,2026-03-30,AI Agent
anirvanbordoloi07/agentic-commerce-protocol,0,2026-03-30,AI Agent
mk1018/agentic-payments-demo,0,2026-03-30,AI Agent
das2002barsha-source/mcan-agentic-pipeline,0,2026-03-30,AI Agent
ArneshDas147/agentic-ai-system,0,2026-03-30,AI Agent
OxygenBubbles/agentic-delivery-model,0,2026-03-30,AI Agent
dipankardas011/agentic-video-editor,0,2026-03-30,AI Agent
izhyvaiev/agentic-for-trading,0,2026-03-30,AI Agent
HarshAI22/agentic-pdf-chatbot,0,2026-03-30,AI Agent
avishekverma-lab/agentic-AI-training,0,2026-03-30,AI Agent
Manasik2603/Agentic-AI-Course,0,2026-03-30,AI Agent
Thanveerahmd/seadrone-agentic-sim,0,2026-03-30,AI Agent
kanosei-app/ecommerce-agentic-analytics,0,2026-03-30,AI Agent
mumarasif/Agentic-RAG-Flow,0,2026-03-30,RAG
chenqing0106/Agentic-Creative-Coding,0,2026-03-30,AI Agent
Konstantinos-Sakellariou/agentic_emailing_system.,0,2026-03-30,AI Agent
imrohankataria/agentic-engineering-harness,0,2026-03-30,AI Agent
nesayan/agentic-hitl-dashboard,0,2026-03-30,AI Agent
shank-bell/agentic-rag-research,0,2026-03-30,RAG
NascentCore/personified_agentic_repository,0,2026-03-30,AI Agent
Py1h0n/Agentic_Job_Hunting,0,2026-03-30,AI Agent
sandeep-mewara/endpoint-watcher-agentic,0,2026-03-30,AI Agent
satish1991-24/Agentic_AI_phonebookagent,0,2026-03-30,AI Agent
Abhimanyu9539/agentic-rag-system,0,2026-03-30,RAG
Parnavi15/agentic-network-security,0,2026-03-30,AI Agent
ulprasanthi-bit/GoogleAgenticAI,0,2026-03-30,AI Agent
DanielDsouza/agentic-ai-series,0,2026-03-30,AI Agent
Treevu-ai/agentic-business-os,0,2026-03-30,AI Agent
Swastik466/agentic-ai-python,0,2026-03-30,AI Agent
ZionXu1991/kb-agentic-demo,0,2026-03-30,AI Agent
bhojak8/agentic-novel-outliner,0,2026-03-30,AI Agent
swastiksingh04/dbpedia-agentic-qa,0,2026-03-30,AI Agent
medxiaorudan/agentic_hy5,0,2026-03-30,AI Agent
AlbertaMoulton/agentic-design-patterns,0,2026-03-30,AI Agent
abh2050/agentic-memory-patterns,0,2026-03-30,AI Agent
vedantrai789-lgtm/Agentic-Developer-Environment,0,2026-03-30,AI Agent
srijananimv-cmyk/My-Agentic-ai,0,2026-03-30,AI Agent
ajashki/agentic-ai-lecture,0,2026-03-30,AI Agent
shuklaham/sets-agentic-reasoning,0,2026-03-30,AI Agent
PrabhekamSingh/langgraph-agentic-chatbots,0,2026-03-30,AI Agent
sarthak-was-here/agentic-investor-ai,0,2026-03-30,AI Agent
pandeymrityunjai561-max/Agentic-Workflow-Automation,0,2026-03-30,AI Agent
DivyaSirala01/Legal_Agentic_System,1,2026-03-30,AI Agent
onlypfixs/defang-agentic-autogen,0,2026-03-30,AI Agent
PraveenMudalgeri/philoagents-agentic-rag,0,2026-03-30,RAG
PercolatorAgent/percolator,2,2026-03-30,AI Agent
Bilawal09/Agentic-RAG-for-Infectiology,0,2026-03-30,RAG
kunal190399/agentic_ai_task_orchestration,0,2026-03-30,AI Agent
joehe71/learn-agentic-design-patterns,0,2026-03-30,AI Agent
surbhimotghare/illusion-of-agentic-consensus,0,2026-03-30,AI Agent
gouthaminampudi/AI_Agentic_engineer_path,0,2026-03-30,AI Agent
muzakkir66/agentic-workflow-Z.ai-,0,2026-03-30,AI Agent
aaronp07/Agentic-AI---LangGraph,0,2026-03-30,AI Agent
shimaaelbana/agentic-rag--financial--pipeline,0,2026-03-30,RAG
Shree-Rashmi/lab-manual-agentic-AI,0,2026-03-30,AI Agent
gmifsud/gd-obsidian-agentic-vault,0,2026-03-30,AI Agent
Trupti1609/Agentic-AI-Research-Assistant,0,2026-03-30,AI Agent
dukeg/AIpoweredAgenticPaymentGateway,0,2026-03-30,AI Agent
YoungBirds134/hello-world-test-agentic,0,2026-03-30,AI Agent
rajveer100704/agentic-rag-course-planner,1,2026-03-30,RAG
johnnyjoy/pluribus,6,2026-03-30,AI Agent
srikant-ai/agentic-commerce-using-hf,0,2026-03-30,AI Agent
ningg/Agentic-Design-Patterns-CN,0,2026-03-30,AI Agent
shubrepo04/Level-4-Agentic-GMPM,0,2026-03-30,AI Agent
Abhikna381/AGENTIC_AI_FASTAPI_OLLAMA,0,2026-03-30,AI Agent
find-services-ai/amazon-seller-agentic-workflow,0,2026-03-30,AI Agent
rabbadi1601/agenticqa-ai-test-generator,0,2026-03-30,AI Agent
hariv-shadow/agentic-ai-in-cybersecurity,0,2026-03-30,AI Agent
sega256/agentic-rag-predictive-maintainence,0,2026-03-30,RAG
chirag127/NexusAI-Agentic-Workflows,0,2026-03-30,AI Agent
Sreerag101/My_Agentic_AI_Projects,0,2026-03-30,AI Agent
blacksinisterx/Agentic-AI-Safety-Audit,0,2026-03-30,AI Agent
